COD_MUNICIPIO;MUNICIPIO;UG;;
19132;Henche;99471;;
19133;Heras de Ayuso;99407;;
19134;Herrería;99471;;
19135;Hiendelaencina;99471;;
19136;Hijes;99471;;
19138;Hita;99407;;
19139;Hombrados;99471;;
19142;Hontoba;99471;;
19143;Horche;99471;;
19145;Hortezuela de Océn;99471;;
19146;Huerce, La;99471;;
19147;Huérmeces del Cerro;99471;;
19148;Huertahernando;99471;;
19150;Hueva;99471;;
19151;Humanes;99407;;
19152;Illana;99471;;
19153;Iniéstola;99471;;
19154;Inviernas, Las;99471;;
19155;Irueste;99471;;
19156;Jadraque;99471;;
19157;Jirueque;99471;;
19159;Ledanca;99471;;
19160;Loranca de Tajuña;99471;;
19161;Lupiana;99471;;
19162;Luzaga;99471;;
19163;Luzón;99471;;
19165;Majaelrayo;99471;;
19166;Málaga del Fresno;99471;;
19167;Malaguilla;99407;;
19168;Mandayona;99471;;
19169;Mantiel;99471;;
19170;Maranchón;99471;;
19171;Marchamalo;99408;;
19172;Masegoso de Tajuña;99471;;
19173;Matarrubia;99471;;
19174;Matillas;99471;;
19175;Mazarete;99471;;
19176;Mazuecos;99471;;
19177;Medranda;99471;;
19178;Megina;99471;;
19179;Membrillera;99471;;
19181;Miedes de Atienza;99471;;
19182;Mierla, La;99471;;
19183;Milmarcos;99471;;
19184;Millana;99471;;
19185;Miñosa, La;99471;;
19186;Mirabueno;99471;;
19187;Miralrío;99471;;
19188;Mochales;99471;;
19189;Mohernando;99471;;
19190;Molina de Aragón;99471;;
19191;Monasterio;99471;;
19192;Mondéjar;99471;;
19193;Montarrón;99407;;
19194;Moratilla de los Meleros;99471;;
19195;Morenilla;99471;;
19196;Muduex;99471;;
19197;Navas de Jadraque, Las;99471;;
19198;Negredo;99471;;
19199;Ocentejo;99471;;
19200;Olivar, El;99471;;
19201;Olmeda de Cobeta;99471;;
19202;Olmeda de Jadraque, La;99471;;
19203;Ordial, El;99471;;
19204;Orea;99471;;
19208;Pálmaces de Jadraque;99471;;
19209;Pardos;99471;;
19210;Paredes de Sigüenza;99471;;
19211;Pareja;99471;;
19212;Pastrana;99471;;
19213;Pedregal, El;99471;;
19214;Peñalén;99471;;
19215;Peñalver;99471;;
19216;Peralejos de las Truchas;99471;;
19217;Peralveche;99471;;
19218;Pinilla de Jadraque;99471;;
19219;Pinilla de Molina;99471;;
19220;Pioz;99471;;
19221;Piqueras;99471;;
19222;Pobo de Dueñas, El;99471;;
19223;Poveda de la Sierra;99471;;
19224;Pozo de Almoguera;99471;;
19225;Pozo de Guadalajara;99471;;
19226;Prádena de Atienza;99471;;
19227;Prados Redondos;99471;;
19228;Puebla de Beleña;99407;;
19229;Puebla de Valles;99471;;
19230;Quer;99408;;
19231;Rebollosa de Jadraque;99471;;
19232;Recuenco, El;99471;;
19233;Renera;99471;;
19234;Retiendas;99471;;
19235;Riba de Saelices;99471;;
19237;Rillo de Gallo;99471;;
19238;Riofrío del Llano;99471;;
19239;Robledillo de Mohernando;99407;;
19240;Robledo de Corpes;99471;;
19241;Romanillos de Atienza;99471;;
19242;Romanones;99471;;
19243;Rueda de la Sierra;99471;;
19244;Sacecorbo;99471;;
19245;Sacedón;99471;;
19246;Saelices de la Sal;99471;;
19247;Salmerón;99471;;
19248;San Andrés del Congosto;99471;;
19249;San Andrés del Rey;99471;;
19250;Santiuste;99471;;
19251;Saúca;99471;;
19252;Sayatón;99471;;
19254;Selas;99471;;
19255;Setiles;99471;;
19256;Sienes;99471;;
19257;Sigüenza;99471;;
19258;Solanillos del Extremo;99471;;
19259;Somolinos;99471;;
19260;Sotillo, El;99471;;
19261;Sotodosos;99471;;
19262;Tamajón;99471;;
19263;Taragudo;99407;;
19264;Taravilla;99471;;
19265;Tartanedo;99471;;
19266;Tendilla;99471;;
19267;Terzaga;99471;;
19268;Tierzo;99471;;
19269;Toba, La;99471;;
19270;Tordelrábano;99471;;
19271;Tordellego;99471;;
19272;Tordesilos;99471;;
19274;Torija;99471;;
19277;Torrecuadrada de Molina;99471;;
19278;Torrecuadradilla;99471;;
19279;Torre del Burgo;99471;;
19280;Torrejón del Rey;99471;;
19281;Torremocha de Jadraque;99471;;
19282;Torremocha del Campo;99471;;
19283;Torremocha del Pinar;99471;;
19284;Torremochuela;99471;;
19285;Torrubia;99471;;
19286;Tórtola de Henares;99407;;
19287;Tortuera;99471;;
19288;Tortuero;99471;;
19289;Traíd;99471;;
19290;Trijueque;99471;;
19291;Trillo;99471;;
19293;Uceda;99471;;
19294;Ujados;99471;;
19296;Utande;99471;;
19297;Valdarachas;99471;;
19298;Valdearenas;99471;;
19299;Valdeavellano;99471;;
19300;Valdeaveruelo;99471;;
19301;Valdeconcha;99471;;
19302;Valdegrudas;99471;;
19303;Valdelcubo;99471;;
19304;Valdenuño Fernández;99471;;
19305;Valdepeñas de la Sierra;99471;;
19306;Valderrebollo;99471;;
19307;Valdesotos;99471;;
19308;Valfermoso de Tajuña;99471;;
19309;Valhermoso;99471;;
19310;Valtablado del Río;99471;;
19311;Valverde de los Arroyos;99471;;
19314;Viana de Jadraque;99471;;
19317;Villanueva de Alcorón;99471;;
19318;Villanueva de Argecilla;99471;;
19319;Villanueva de la Torre;99408;;
19321;Villares de Jadraque;99471;;
19322;Villaseca de Henares;99471;;
19323;Villaseca de Uceda;99471;;
19324;Villel de Mesa;99471;;
19325;Viñuelas;99471;;
19326;Yebes;99471;;
19327;Yebra;99471;;
19329;Yélamos de Abajo;99471;;
19330;Yélamos de Arriba;99471;;
19331;Yunquera de Henares;99408;;
19332;Yunta, La;99471;;
19333;Zaorejas;99471;;
19334;Zarzuela de Jadraque;99471;;
19335;Zorita de los Canes;99471;;
19901;Semillas;99471;;
20001;Abaltzisketa;99479;;
20002;Aduna;99479;;
20003;Aizarnazabal;99482;;
20004;Albiztur;99479;;
20005;Alegia;99479;;
20006;Alkiza;99479;;
20007;Altzo;99479;;
20008;Amezketa;99479;;
20009;Andoain;99479;;
20010;Anoeta;99479;;
20011;Antzuola;99481;;
20012;Arama;99483;;
20013;Aretxabaleta;99481;;
20014;Asteasu;99479;;
20015;Ataun;99483;;
20016;Aia;99478;;
20017;Azkoitia;99482;;
20018;Azpeitia;99482;;
20019;Beasain;99483;;
20020;Beizama;99482;;
20021;Belauntza;99479;;
20022;Berastegi;99479;;
20023;Berrobi;99479;;
20024;Bidegoian;99482;;
20025;Zegama;99483;;
20026;Zerain;99483;;
20027;Zestoa;99482;;
20028;Zizurkil;99479;;
20029;Deba;99480;;
20030;Eibar;99480;;
20031;Elduain;99479;;
20032;Elgoibar;99480;;
20033;Elgeta;99481;;
20034;Eskoriatza;99481;;
20035;Ezkio-Itsaso;99483;;
20036;Hondarribia;99484;;
20037;Gaintza;99483;;
20038;Gabiria;99483;;
20039;Getaria;99478;;
20040;Hernani;99056;;
20041;Hernialde;99479;;
20042;Ibarra;99479;;
20043;Idiazabal;99483;;
20044;Ikaztegieta;99479;;
20045;Irun;99484;;
20046;Irura;99479;;
20047;Itsasondo;99483;;
20048;Larraul;99479;;
20049;Lazkao;99483;;
20050;Leaburu;99479;;
20051;Legazpi;99483;;
20052;Legorreta;99483;;
20053;Lezo;99056;;
20054;Lizartza;99479;;
20055;Arrasate/Mondragón;99481;;
20056;Mutriku;99480;;
20057;Mutiloa;99483;;
20058;Olaberria;99483;;
20059;Oñati;99481;;
20060;Orexa;99479;;
20061;Orio;99478;;
20062;Ormaiztegi;99483;;
20063;Oiartzun;99056;;
20064;Pasaia;99056;;
20065;Soraluze/Placencia de las Armas;99480;;
20066;Errezil;99482;;
20067;Errenteria;99056;;
20068;Leintz-Gatzaga;99481;;
20069;Donostia/San Sebastián;99056;;
20070;Segura;99483;;
20071;Tolosa;99479;;
20072;Urnieta;99056;;
20073;Usurbil;99056;;
20074;Bergara;99481;;
20075;Villabona;99479;;
20076;Ordizia;99483;;
20077;Urretxu;99483;;
20078;Zaldibia;99483;;
20079;Zarautz;99478;;
20080;Zumarraga;99483;;
20081;Zumaia;99478;;
20901;Mendaro;99480;;
20902;Lasarte-Oria;99056;;
20903;Astigarraga;99056;;
20904;Baliarrain;99479;;
20905;Orendain;99479;;
20906;Altzaga;99483;;
20907;Gaztelu;99479;;
21001;Alájar;99046;;
21002;Aljaraque;99046;;
21003;Almendro, El;99046;;
21004;Almonaster la Real;99046;;
21005;Almonte;99430;;
21006;Alosno;99046;;
21007;Aracena;99046;;
21008;Aroche;99046;;
21009;Arroyomolinos de León;99430;;
21010;Ayamonte;99046;;
21011;Beas;99046;;
21012;Berrocal;99046;;
21013;Bollullos Par del Condado;21013;;
21014;Bonares;99046;;
21015;Cabezas Rubias;99046;;
21016;Cala;99046;;
21017;Calañas;99046;;
21018;Campillo, El;99046;;
21019;Campofrío;99046;;
21020;Cañaveral de León;99046;;
21021;Cartaya;99430;;
21022;Castaño del Robledo;99046;;
21023;Cerro de Andévalo, El;99046;;
21024;Corteconcepción;99430;;
21025;Cortegana;99430;;
21026;Cortelazor;99046;;
21027;Cumbres de Enmedio;99046;;
21028;Cumbres de San Bartolomé;99046;;
21029;Cumbres Mayores;99046;;
21030;Chucena;99046;;
21031;Encinasola;99046;;
21032;Escacena del Campo;99046;;
21033;Fuenteheridos;99046;;
21034;Galaroza;99046;;
21035;Gibraleón;99430;;
21036;Granada de Río-Tinto, La;99046;;
21037;Granado, El;99046;;
21038;Higuera de la Sierra;99046;;
21039;Hinojales;99046;;
21040;Hinojos;99430;;
21041;Huelva;21041;;
21042;Isla Cristina;99046;;
21043;Jabugo;99046;;
21044;Lepe;21044;;
21045;Linares de la Sierra;99046;;
21046;Lucena del Puerto;99046;;
21047;Manzanilla;99046;;
21048;Marines, Los;99046;;
21049;Minas de Riotinto;99046;;
21050;Moguer;99430;;
21051;Nava, La;99046;;
21052;Nerva;99046;;
21053;Niebla;99046;;
21054;Palma del Condado, La;99430;;
21055;Palos de la Frontera;99430;;
21056;Paterna del Campo;99046;;
21057;Paymogo;99046;;
21058;Puebla de Guzmán;99046;;
21059;Puerto Moral;99046;;
21060;Punta Umbría;99046;;
21061;Rociana del Condado;99046;;
21062;Rosal de la Frontera;99046;;
21063;San Bartolomé de la Torre;99046;;
21064;San Juan del Puerto;21064;;
21065;Sanlúcar de Guadiana;99046;;
21066;San Silvestre de Guzmán;99046;;
21067;Santa Ana la Real;99046;;
21068;Santa Bárbara de Casa;99046;;
21069;Santa Olalla del Cala;99046;;
21070;Trigueros;99046;;
21071;Valdelarco;99046;;
21072;Valverde del Camino;99430;;
21073;Villablanca;99046;;
21074;Villalba del Alcor;99046;;
21075;Villanueva de las Cruces;99046;;
21076;Villanueva de los Castillejos;99046;;
21077;Villarrasa;99046;;
21078;Zalamea la Real;99046;;
21079;Zufre;99046;;
21902;Zarza-Perrunal;21902;;
22001;Abiego;99499;;
22002;Abizanda;99501;;
22003;Adahuesca;99499;;
22004;Agüero;99526;;
22006;Aisa;99523;;
22007;Albalate de Cinca;99500;;
22008;Albalatillo;99498;;
22009;Albelda;99496;;
22011;Albero Alto;99526;;
22012;Albero Bajo;99498;;
22013;Alberuela de Tubo;99498;;
22014;Alcalá de Gurrea;99526;;
22015;Alcalá del Obispo;99526;;
22016;Alcampell;99496;;
22017;Alcolea de Cinca;99500;;
22018;Alcubierre;99498;;
22019;Alerre;99526;;
22020;Alfántega;99500;;
22021;Almudévar;99526;;
22022;Almunia de San Juan;99500;;
22023;Almuniente;99498;;
22024;Alquézar;99499;;
22025;Altorricón;99496;;
22027;Angüés;99526;;
22028;Ansó;99523;;
22029;Antillón;99526;;
22032;Aragüés del Puerto;99523;;
22035;Arén;99497;;
22036;Argavieso;99526;;
22037;Arguis;99526;;
22039;Ayerbe;99526;;
22040;Azanuy-Alins;99496;;
22041;Azara;99499;;
22042;Azlor;99499;;
22043;Baélls;99496;;
22044;Bailo;99523;;
22045;Baldellou;99496;;
22046;Ballobar;99493;;
22047;Banastás;99526;;
22048;Barbastro;22048;;
22049;Barbués;99498;;
22050;Barbuñales;99499;;
22051;Bárcabo;99501;;
22052;Belver de Cinca;99493;;
22053;Benabarre;99497;;
22054;Benasque;99497;;
22055;Berbegal;99499;;
22057;Bielsa;99501;;
22058;Bierge;99499;;
22059;Biescas;99492;;
22060;Binaced;99500;;
22061;Binéfar;99496;;
22062;Bisaurri;99497;;
22063;Biscarrués;99526;;
22064;Blecua y Torres;99526;;
22066;Boltaña;99501;;
22067;Bonansa;99497;;
22068;Borau;99523;;
22069;Broto;99501;;
22072;Caldearenas;99492;;
22074;Campo;99497;;
22075;Camporrélls;99496;;
22076;Canal de Berdún;99523;;
22077;Candasnos;99493;;
22078;Canfranc;99523;;
22079;Capdesaso;99498;;
22080;Capella;99497;;
22081;Casbas de Huesca;99526;;
22082;Castejón del Puente;99499;;
22083;Castejón de Monegros;99498;;
22084;Castejón de Sos;99497;;
22085;Castelflorite;99498;;
22086;Castiello de Jaca;99523;;
22087;Castigaleu;99497;;
22088;Castillazuelo;99499;;
22089;Castillonroy;99496;;
22090;Colungo;99499;;
22094;Chalamera;99493;;
22095;Chía;99497;;
22096;Chimillas;99526;;
22099;Esplús;99496;;
22102;Estada;99499;;
22103;Estadilla;99499;;
22105;Estopiñán del Castillo;99497;;
22106;Fago;99523;;
22107;Fanlo;99501;;
22109;Fiscal;99501;;
22110;Fonz;99500;;
22111;Foradada del Toscar;99497;;
22112;Fraga;22112;;
22113;Fueva, La;99501;;
22114;Gistaín;99501;;
22115;Grado, El;99499;;
22116;Grañén;99498;;
22117;Graus;99497;;
22119;Gurrea de Gállego;99526;;
22122;Hoz de Jaca;99492;;
22124;Huerto;99498;;
22125;Huesca;22125;;
22126;Ibieca;99526;;
22127;Igriés;99526;;
22128;Ilche;99499;;
22129;Isábena;99497;;
22130;Jaca;22130;;
22131;Jasa;99523;;
22133;Labuerda;99501;;
22135;Laluenga;99499;;
22136;Lalueza;99498;;
22137;Lanaja;99498;;
22139;Laperdiguera;99499;;
22141;Lascellas-Ponzano;99499;;
22142;Lascuarre;99497;;
22143;Laspaúles;99497;;
22144;Laspuña;99501;;
22149;Loarre;99526;;
22150;Loporzano;99526;;
22151;Loscorrales;99526;;
22155;Monesma y Cajigar;99497;;
22156;Monflorite-Lascasas;99526;;
22157;Montanuy;99497;;
22158;Monzón;22158;;
22160;Naval;99499;;
22162;Novales;99526;;
22163;Nueno;99526;;
22164;Olvena;99499;;
22165;Ontiñena;99493;;
22167;Osso de Cinca;99493;;
22168;Palo;99501;;
22170;Panticosa;99492;;
22172;Peñalba;99498;;
22173;Peñas de Riglos, Las;99526;;
22174;Peralta de Alcofea;99499;;
22175;Peralta de Calasanz;99496;;
22176;Peraltilla;99499;;
22177;Perarrúa;99497;;
22178;Pertusa;99526;;
22181;Piracés;99526;;
22182;Plan;99501;;
22184;Poleñino;99498;;
22186;Pozán de Vero;99499;;
22187;Puebla de Castro, La;99497;;
22188;Puente de Montañana;99497;;
22189;Puértolas;99501;;
22190;Pueyo de Araguás, El;99501;;
22193;Pueyo de Santa Cruz;99500;;
22195;Quicena;99526;;
22197;Robres;99498;;
22199;Sabiñánigo;99492;;
22200;Sahún;99497;;
22201;Salas Altas;99499;;
22202;Salas Bajas;99499;;
22203;Salillas;99526;;
22204;Sallent de Gállego;99492;;
22205;San Esteban de Litera;99496;;
22206;Sangarrén;99498;;
22207;San Juan de Plan;99501;;
22208;Santa Cilia;99523;;
22209;Santa Cruz de la Serós;99523;;
22212;Santaliestra y San Quílez;99497;;
22213;Sariñena;99498;;
22214;Secastilla;99497;;
22215;Seira;99497;;
22217;Sena;99498;;
22218;Senés de Alcubierre;99498;;
22220;Sesa;99526;;
22221;Sesué;99497;;
22222;Siétamo;99526;;
22223;Sopeira;99497;;
22225;Tamarite de Litera;99496;;
22226;Tardienta;99498;;
22227;Tella-Sin;99501;;
22228;Tierz;99526;;
22229;Tolva;99497;;
22230;Torla;99501;;
22232;Torralba de Aragón;99498;;
22233;Torre la Ribera;99497;;
22234;Torrente de Cinca;99493;;
22235;Torres de Alcanadre;99499;;
22236;Torres de Barbués;99498;;
22239;Tramaced;99526;;
22242;Valfarta;99498;;
22243;Valle de Bardají;99497;;
22244;Valle de Lierp;99497;;
22245;Velilla de Cinca;99493;;
22246;Beranuy;99497;;
22247;Viacamp y Litera;99497;;
22248;Vicién;99526;;
22249;Villanova;99497;;
22250;Villanúa;99523;;
22251;Villanueva de Sigena;99498;;
22252;Yebra de Basa;99492;;
22253;Yésero;99492;;
22254;Zaidín;99493;;
22901;Valle de Hecho;99523;;
22902;Puente la Reina de Jaca;99523;;
22903;San Miguel del Cinca;99500;;
22904;Sotonera, La;99526;;
22905;Lupiñén-Ortilla;99526;;
22906;Santa María de Dulcis;99499;;
22907;Aínsa-Sobrarbe;99501;;
22908;Hoz y Costean;99499;;
22909;Vencillón;99496;;
23001;Albanchez de Mágina;99055;;
23002;Alcalá la Real;99055;;
23003;Alcaudete;99055;;
23004;Aldeaquemada;99055;;
23005;Andújar;99055;;
23006;Arjona;99055;;
23007;Arjonilla;99055;;
23008;Arquillos;99055;;
23009;Baeza;99055;;
23010;Bailén;99055;;
23011;Baños de la Encina;99055;;
23012;Beas de Segura;99055;;
23014;Begíjar;99055;;
23015;Bélmez de la Moraleda;99055;;
23016;Benatae;99055;;
23017;Cabra del Santo Cristo;99055;;
23018;Cambil;99055;;
23019;Campillo de Arenas;99055;;
23020;Canena;99055;;
23021;Carboneros;99055;;
23024;Carolina, La;99055;;
23025;Castellar;99055;;
23026;Castillo de Locubín;99055;;
23027;Cazalilla;99055;;
23028;Cazorla;99055;;
23029;Chiclana de Segura;99055;;
23030;Chilluévar;99055;;
23031;Escañuela;99055;;
23032;Espelúy;99055;;
23033;Frailes;99055;;
23034;Fuensanta de Martos;99055;;
23035;Fuerte del Rey;99055;;
23037;Génave;99055;;
23038;Guardia de Jaén, La;99055;;
23039;Guarromán;99055;;
23040;Lahiguera;99055;;
23041;Higuera de Calatrava;99055;;
23042;Hinojares;99055;;
23043;Hornos;99055;;
23044;Huelma;99055;;
23045;Huesa;99055;;
23046;Ibros;99055;;
23047;Iruela, La;99055;;
23048;Iznatoraf;99055;;
23049;Jabalquinto;99055;;
23050;Jaén;23050;;
23051;Jamilena;99055;;
23052;Jimena;99055;;
23053;Jódar;99055;;
23054;Larva;99055;;
23055;Linares;99055;;
23056;Lopera;99055;;
23057;Lupión;99055;;
23058;Mancha Real;99055;;
23059;Marmolejo;99055;;
23060;Martos;99055;;
23061;Mengíbar;99055;;
23062;Montizón;99055;;
23063;Navas de San Juan;99055;;
23064;Noalejo;99055;;
23065;Orcera;99055;;
23066;Peal de Becerro;99055;;
23067;Pegalajar;99055;;
23069;Porcuna;99055;;
23070;Pozo Alcón;99055;;
23071;Puente de Génave;99055;;
23072;Puerta de Segura, La;99055;;
23073;Quesada;99055;;
23074;Rus;99055;;
23075;Sabiote;99055;;
23076;Santa Elena;99055;;
23077;Santiago de Calatrava;99055;;
23079;Santisteban del Puerto;99055;;
23080;Santo Tomé;99055;;
23081;Segura de la Sierra;99055;;
23082;Siles;99055;;
23084;Sorihuela del Guadalimar;99055;;
23085;Torreblascopedro;99055;;
23086;Torre del Campo;99055;;
23087;Torredonjimeno;99055;;
23088;Torreperogil;99055;;
23090;Torres;99055;;
23091;Torres de Albánchez;99055;;
23092;Úbeda;99055;;
23093;Valdepeñas de Jaén;99055;;
23094;Vilches;99055;;
23095;Villacarrillo;99055;;
23096;Villanueva de la Reina;99055;;
23097;Villanueva del Arzobispo;99055;;
23098;Villardompardo;99055;;
23099;Villares, Los;99055;;
23101;Villarrodrigo;99055;;
23901;Cárcheles;99055;;
23902;Bedmar y Garcíez;99055;;
23903;Villatorres;99055;;
23904;Santiago-Pontones;99055;;
23905;Arroyo del Ojanco;99055;;
24001;Acebedo;99445;;
24002;Algadefe;99445;;
24003;Alija del Infantado;99445;;
24004;Almanza;99445;;
24005;Antigua, La;99445;;
24006;Ardón;99445;;
24007;Arganza;99445;;
24008;Astorga;99445;;
24009;Balboa;99445;;
24010;Bañeza, La;99445;;
24011;Barjas;99445;;
24012;Barrios de Luna, Los;99445;;
24014;Bembibre;24014;;
24015;Benavides;99445;;
24016;Benuza;99445;;
24017;Bercianos del Páramo;99445;;
24018;Bercianos del Real Camino;99445;;
24019;Berlanga del Bierzo;99445;;
24020;Boca de Huérgano;99445;;
24021;Boñar;99445;;
24022;Borrenes;99445;;
24023;Brazuelo;99445;;
24024;Burgo Ranero, El;99445;;
24025;Burón;99445;;
24026;Bustillo del Páramo;99445;;
24027;Cabañas Raras;99445;;
24028;Cabreros del Río;99445;;
24029;Cabrillanes;99445;;
24030;Cacabelos;99445;;
24031;Calzada del Coto;99445;;
24032;Campazas;99445;;
24033;Campo de Villavidel;99445;;
24034;Camponaraya;99445;;
24036;Candín;99445;;
24037;Cármenes;99445;;
24038;Carracedelo;99445;;
24039;Carrizo;99445;;
24040;Carrocera;99445;;
24041;Carucedo;99445;;
24042;Castilfalé;99445;;
24043;Castrillo de Cabrera;99445;;
24044;Castrillo de la Valduerna;99445;;
24046;Castrocalbón;99445;;
24047;Castrocontrigo;99445;;
24049;Castropodame;99445;;
24050;Castrotierra de Valmadrigal;99445;;
24051;Cea;99445;;
24052;Cebanico;99445;;
24053;Cebrones del Río;99445;;
24054;Cimanes de la Vega;99445;;
24055;Cimanes del Tejar;99445;;
24056;Cistierna;99445;;
24057;Congosto;99445;;
24058;Corbillos de los Oteros;99445;;
24059;Corullón;99445;;
24060;Crémenes;99445;;
24061;Cuadros;99445;;
24062;Cubillas de los Oteros;99445;;
24063;Cubillas de Rueda;99445;;
24064;Cubillos del Sil;99445;;
24065;Chozas de Abajo;99445;;
24066;Destriana;99445;;
24067;Encinedo;99445;;
24068;Ercina, La;99445;;
24069;Escobar de Campos;99445;;
24070;Fabero;99445;;
24071;Folgoso de la Ribera;99445;;
24073;Fresno de la Vega;99445;;
24074;Fuentes de Carbajal;99445;;
24076;Garrafe de Torío;99445;;
24077;Gordaliza del Pino;99445;;
24078;Gordoncillo;99445;;
24079;Gradefes;99445;;
24080;Grajal de Campos;99445;;
24081;Gusendos de los Oteros;99445;;
24082;Hospital de Órbigo;99445;;
24083;Igüeña;99445;;
24084;Izagre;99445;;
24086;Joarilla de las Matas;99445;;
24087;Laguna Dalga;99445;;
24088;Laguna de Negrillos;99445;;
24089;León;24089;;
24090;Lucillo;99445;;
24091;Luyego;99445;;
24092;Llamas de la Ribera;99445;;
24093;Magaz de Cepeda;99445;;
24094;Mansilla de las Mulas;99445;;
24095;Mansilla Mayor;99445;;
24096;Maraña;99445;;
24097;Matadeón de los Oteros;99445;;
24098;Matallana de Torío;99445;;
24099;Matanza;99445;;
24100;Molinaseca;99445;;
24101;Murias de Paredes;99445;;
24102;Noceda del Bierzo;99445;;
24103;Oencia;99445;;
24104;Omañas, Las;99445;;
24105;Onzonilla;99445;;
24106;Oseja de Sajambre;99445;;
24107;Pajares de los Oteros;99445;;
24108;Palacios de la Valduerna;99445;;
24109;Palacios del Sil;99445;;
24110;Páramo del Sil;99445;;
24112;Peranzanes;99445;;
24113;Pobladura de Pelayo García;99445;;
24114;Pola de Gordón, La;99445;;
24115;Ponferrada;99445;;
24116;Posada de Valdeón;99445;;
24117;Pozuelo del Páramo;99445;;
24118;Prado de la Guzpeña;99445;;
24119;Priaranza del Bierzo;99445;;
24120;Prioro;99445;;
24121;Puebla de Lillo;99445;;
24122;Puente de Domingo Flórez;99445;;
24123;Quintana del Castillo;99445;;
24124;Quintana del Marco;99445;;
24125;Quintana y Congosto;99445;;
24127;Regueras de Arriba;99445;;
24129;Reyero;99445;;
24130;Riaño;99445;;
24131;Riego de la Vega;99445;;
24132;Riello;99445;;
24133;Rioseco de Tapia;99445;;
24134;Robla, La;99445;;
24136;Roperuelos del Páramo;99445;;
24137;Sabero;99445;;
24139;Sahagún;99445;;
24141;San Adrián del Valle;99445;;
24142;San Andrés del Rabanedo;24142;;
24143;Sancedo;99445;;
24144;San Cristóbal de la Polantera;99445;;
24145;San Emiliano;99445;;
24146;San Esteban de Nogales;99445;;
24148;San Justo de la Vega;99445;;
24149;San Millán de los Caballeros;99445;;
24150;San Pedro Bercianos;99445;;
24151;Santa Colomba de Curueño;99445;;
24152;Santa Colomba de Somoza;99445;;
24153;Santa Cristina de Valmadrigal;99445;;
