MUNICIPIO;COD_PROVINCIA;COD_MUNICIPIO;COD_CCAA;NUM_CONTENEDORES; HABITANTES ;
Ayna;2;02011;6;7; 591 ;
Balazote;2;02012;6;15; 2.327 ;
Balsa de Ves;2;02013;6;2; 131 ;
Ballestero, El;2;02014;6;3; 396 ;
Barrax;2;02015;6;10; 1.799 ;
Bienservida;2;02016;6;5; 579 ;
Bogarra;2;02017;6;7; 807 ;
Bonete;2;02018;6;9; 1.029 ;
Bonillo, El;2;02019;6;15; 2.723 ;
Carcelén;2;02020;6;2; 495 ;
Casas de Juan Núñez;2;02021;6;7; 1.326 ;
Casas de Lázaro;2;02022;6;2; 348 ;
Casas de Ves;2;02023;6;5; 563 ;
Casas-Ibáñez;2;02024;6;26; 4.544 ;
Caudete;2;02025;6;74; 10.005 ;
Cenizate;2;02026;6;7; 1.194 ;
Corral-Rubio;2;02027;6;4; 311 ;
Cotillas;2;02028;6;1; 118 ;
Chinchilla de Monte-Aragón;2;02029;6;34; 4.205 ;
Elche de la Sierra;2;02030;6;20; 3.520 ;
Férez;2;02031;6;6; 629 ;
Fuensanta;2;02032;6;3; 291 ;
Fuente-Álamo;2;02033;6;17; 2.474 ;
Fuentealbilla;2;02034;6;14; 1.831 ;
Gineta, La;2;02035;6;17; 2.548 ;
Golosalvo;2;02036;6;3; 98 ;
Hellín;2;02037;6;162; 30.200 ;
Herrera, La;2;02038;6;3; 322 ;
Higueruela;2;02039;6;12; 1.135 ;
Hoya-Gonzalo;2;02040;6;5; 630 ;
Jorquera;2;02041;6;4; 342 ;
Letur;2;02042;6;10; 892 ;
Lezuza;2;02043;6;7; 1.332 ;
Liétor;2;02044;6;6; 1.150 ;
Madrigueras;2;02045;6;18; 4.634 ;
Mahora;2;02046;6;8; 1.362 ;
Masegoso;2;02047;6;2; 104 ;
Minaya;2;02048;6;13; 1.475 ;
Molinicos;2;02049;6;7; 813 ;
Montalvos;2;02050;6;2; 88 ;
Montealegre del Castillo;2;02051;6;11; 2.041 ;
Motilleja;2;02052;6;6; 578 ;
Munera;2;02053;6;20; 3.429 ;
Navas de Jorquera;2;02054;6;4; 521 ;
Nerpio;2;02055;6;11; 1.178 ;
Ontur;2;02056;6;9; 1.976 ;
Ossa de Montiel;2;02057;6;35; 2.262 ;
Paterna del Madera;2;02058;6;6; 329 ;
Peñascosa;2;02059;6;4; 333 ;
Peñas de San Pedro;2;02060;6;7; 1.394 ;
Pétrola;2;02061;6;4; 681 ;
Povedilla;2;02062;6;2; 405 ;
Pozohondo;2;02063;6;11; 1.593 ;
Pozo-Lorente;2;02064;6;4; 408 ;
Pozuelo;2;02065;6;4; 469 ;
Recueja, La;2;02066;6;3; 231 ;
Riópar;2;02067;6;20; 1.341 ;
Robledo;2;02068;6;7; 376 ;
Roda, La;2;02069;6;79; 15.527 ;
Salobre;2;02070;6;13; 470 ;
San Pedro;2;02071;6;11; 1.171 ;
Socovos;2;02072;6;10; 1.778 ;
Tarazona de la Mancha;2;02073;6;23; 6.187 ;
Tobarra;2;02074;6;51; 7.709 ;
Valdeganga;2;02075;6;9; 1.990 ;
Vianos;2;02076;6;2; 329 ;
Villa de Ves;2;02077;6;2; 61 ;
Villalgordo del Júcar;2;02078;6;10; 1.102 ;
Villamalea;2;02079;6;20; 4.070 ;
Villapalacios;2;02080;6;7; 583 ;
Villarrobledo;2;02081;6;120; 25.116 ;
Villatoya;2;02082;6;8; 109 ;
Villavaliente;2;02083;6;2; 220 ;
Villaverde de Guadalimar;2;02084;6;4; 325 ;
Viveros;2;02085;6;4; 329 ;
Yeste;2;02086;6;21; 2.614 ;
Pozo Cañada;2;02901;6;17; 2.791 ;
Alaró;7;07001;3;4; 5.617 ;
Alaior;7;07002;3;50; 9.467 ;
Alcúdia;7;07003;3;156; 20.819 ;
Algaida;7;07004;3;3; 5.793 ;
Andratx;7;07005;3;105; 11.433 ;
Artà;7;07006;3;1; 7.984 ;
Banyalbufar;7;07007;3;12; 523 ;
Binissalem;7;07008;3;10; 8.756 ;
Búger;7;07009;3;2; 1.087 ;
Bunyola;7;07010;3;2; 6.895 ;
Calvià;7;07011;3;368; 51.710 ;
Campanet;7;07012;3;7; 2.648 ;
Campos;7;07013;3;42; 11.283 ;
Capdepera;7;07014;3;110; 12.158 ;
Ciutadella de Menorca;7;07015;3;174; 30.588 ;
Consell;7;07016;3;4; 4.125 ;
Costitx;7;07017;3;2; 1.329 ;
Deià;7;07018;3;18; 630 ;
Escorca;7;07019;3;27; 208 ;
Esporles;7;07020;3;14; 5.113 ;
Estellencs;7;07021;3;9; 327 ;
Felanitx;7;07022;3;62; 18.202 ;
Ferreries;7;07023;3;28; 4.908 ;
Formentera;7;07024;3;82; 11.904 ;
Fornalutx;7;07025;3;9; 679 ;
Eivissa;7;07026;3;247; 51.128 ;
Inca;7;07027;3;91; 33.679 ;
Lloret de Vistalegre;7;07028;3;2; 1.437 ;
Lloseta;7;07029;3;4; 6.122 ;
Llubí;7;07030;3;5; 2.298 ;
Llucmajor;7;07031;3;145; 37.752 ;
Maó-Mahón;7;07032;3;101; 29.592 ;
Manacor;7;07033;3;200; 44.527 ;
Mancor de la Vall;7;07034;3;2; 1.528 ;
Maria de la Salut;7;07035;3;0; 2.245 ;
Marratxí;7;07036;3;113; 37.724 ;
Mercadal, Es;7;07037;3;80; 5.316 ;
Montuïri;7;07038;3;3; 2.987 ;
Muro;7;07039;3;43; 7.394 ;
Palma de Mallorca;7;07040;3;1548; 422.587 ;
Petra;7;07041;3;2; 2.942 ;
Pollença;7;07042;3;97; 16.658 ;
Porreres;7;07043;3;3; 5.576 ;
Pobla, Sa;7;07044;3;47; 13.764 ;
Puigpunyent;7;07045;3;0; 2.044 ;
Sant Antoni de Portmany;7;07046;3;120; 27.033 ;
Sencelles;7;07047;3;4; 3.370 ;
Sant Josep de sa Talaia;7;07048;3;319; 27.732 ;
Sant Joan;7;07049;3;3; 2.145 ;
Sant Joan de Labritja;7;07050;3;57; 6.576 ;
Sant Llorenç des Cardassar;7;07051;3;202; 8.742 ;
Sant Lluís;7;07052;3;55; 6.735 ;
Santa Eugènia;7;07053;3;2; 1.641 ;
Santa Eulalia del Río;7;07054;3;269; 39.358 ;
Santa Margalida;7;07055;3;81; 12.797 ;
Santa María del Camí;7;07056;3;10; 7.486 ;
Santanyí;7;07057;3;102; 12.373 ;
Selva;7;07058;3;12; 4.080 ;
Salines, Ses;7;07059;3;59; 5.096 ;
Sineu;7;07060;3;3; 4.030 ;
Sóller;7;07061;3;194; 13.634 ;
Son Servera;7;07062;3;33; 11.817 ;
Valldemossa;7;07063;3;5; 2.009 ;
Castell, Es;7;07064;3;31; 7.572 ;
Vilafranca de Bonany;7;07065;3;2; 3.466 ;
Ariany;7;07901;3;2; 902 ;
Migjorn Gran, Es;7;07902;3;22; 1.463 ;
Abegondo;15;15001;11;71; 5.398 ;
Ames;15;15002;11;126; 32.104 ;
Aranga;15;15003;11;25; 1.834 ;
Ares;15;15004;11;39; 5.829 ;
Arteixo;15;15005;11;205; 32.738 ;
Arzúa;15;15006;11;50; 6.011 ;
Baña, A;15;15007;11;51; 3.415 ;
Bergondo;15;15008;11;70; 6.661 ;
Betanzos;15;15009;11;77; 13.053 ;
Boimorto;15;15010;11;25; 1.959 ;
Boiro;15;15011;11;128; 18.884 ;
Boqueixón;15;15012;11;49; 4.206 ;
Brión;15;15013;11;35; 7.923 ;
Cabana de Bergantiños;15;15014;11;45; 4.216 ;
Cabanas;15;15015;11;34; 3.274 ;
Camariñas;15;15016;11;44; 5.209 ;
Cambre;15;15017;11;117; 24.594 ;
Capela, A;15;15018;11;19; 1.221 ;
Carballo;15;15019;11;309; 31.429 ;
Carnota;15;15020;11;28; 3.899 ;
Carral;15;15021;11;69; 6.473 ;
Cedeira;15;15022;11;66; 6.676 ;
Cee;15;15023;11;36; 7.550 ;
Cerceda;15;15024;11;67; 5.008 ;
Cerdido;15;15025;11;17; 1.087 ;
Coirós;15;15027;11;20; 1.853 ;
Corcubión;15;15028;11;14; 1.590 ;
Coristanco;15;15029;11;109; 5.950 ;
Coruña, A;15;15030;11;668; 247.604 ;
Culleredo;15;15031;11;134; 30.685 ;
Curtis;15;15032;11;55; 4.053 ;
Dodro;15;15033;11;26; 2.750 ;
Dumbría;15;15034;11;27; 2.935 ;
Fene;15;15035;11;90; 12.868 ;
Ferrol;15;15036;11;256; 65.560 ;
Fisterra;15;15037;11;43; 4.697 ;
Frades;15;15038;11;23; 2.302 ;
Irixoa;15;15039;11;21; 1.340 ;
Laxe;15;15040;11;38; 2.990 ;
Laracha, A;15;15041;11;87; 11.406 ;
Lousame;15;15042;11;22; 3.268 ;
Malpica de Bergantiños;15;15043;11;54; 5.352 ;
Mañón;15;15044;11;34; 1.319 ;
Mazaricos;15;15045;11;27; 3.841 ;
Melide;15;15046;11;61; 7.419 ;
Mesía;15;15047;11;24; 2.497 ;
Miño;15;15048;11;60; 6.277 ;
Moeche;15;15049;11;24; 1.186 ;
Monfero;15;15050;11;78; 1.907 ;
Mugardos;15;15051;11;48; 5.215 ;
Muxía;15;15052;11;59; 4.596 ;
Muros;15;15053;11;55; 8.427 ;
Narón;15;15054;11;162; 39.056 ;
Neda;15;15055;11;44; 5.023 ;
Negreira;15;15056;11;50; 6.788 ;
Noia;15;15057;11;58; 14.274 ;
Oleiros;15;15058;11;195; 36.534 ;
Ordes;15;15059;11;125; 12.625 ;
Oroso;15;15060;11;56; 7.533 ;
Ortigueira;15;15061;11;68; 5.633 ;
Outes;15;15062;11;43; 6.155 ;
Paderne;15;15064;11;39; 2.383 ;
Padrón;15;15065;11;84; 8.366 ;
Pino, O;15;15066;11;47; 4.652 ;
Pobra do Caramiñal, A;15;15067;11;51; 9.318 ;
Ponteceso;15;15068;11;52; 5.497 ;
Pontedeume;15;15069;11;62; 7.753 ;
Pontes de García Rodríguez, As;15;15070;11;85; 10.068 ;
Porto do Son;15;15071;11;51; 9.142 ;
Rianxo;15;15072;11;63; 11.013 ;
Ribeira;15;15073;11;137; 26.848 ;
Rois;15;15074;11;23; 4.505 ;
Sada;15;15075;11;85; 16.186 ;
San Sadurniño;15;15076;11;42; 2.784 ;
Santa Comba;15;15077;11;107; 9.362 ;
Santiago de Compostela;15;15078;11;430; 97.848 ;
Santiso;15;15079;11;19; 1.544 ;
Sobrado;15;15080;11;9; 1.730 ;
Somozas, As;15;15081;11;11; 1.083 ;
Teo;15;15082;11;113; 18.632 ;
Toques;15;15083;11;10; 1.107 ;
Tordoia;15;15084;11;34; 3.259 ;
Touro;15;15085;11;43; 3.516 ;
Trazo;15;15086;11;20; 3.013 ;
Valdoviño;15;15087;11;71; 6.542 ;
Val do Dubra;15;15088;11;35; 3.851 ;
Vedra;15;15089;11;67; 5.007 ;
Vilasantar;15;15090;11;13; 1.211 ;
Vilarmaior;15;15091;11;74; 1.209 ;
Vimianzo;15;15092;11;36; 6.963 ;
Zas;15;15093;11;50; 4.393 ;
Cariño;15;15901;11;39; 3.775 ;
Oza-Cesuras;15;15902;11;42; 5.096 ;
Oza dos Ríos;15;15063;11;0; -   ;
Abadín;27;27001;11;18; 2.322 ;
Alfoz;27;27002;11;26; 1.659 ;
Antas de Ulla;27;27003;11;18; 1.940 ;
Baleira;27;27004;11;6; 1.226 ;
Barreiros;27;27005;11;62; 2.925 ;
Becerreá;27;27006;11;28; 2.807 ;
Begonte;27;27007;11;27; 2.978 ;
Bóveda;27;27008;11;28; 1.450 ;
Carballedo;27;27009;11;17; 2.139 ;
Castro de Rei;27;27010;11;31; 5.073 ;
Castroverde;27;27011;11;38; 2.595 ;
Cervantes;27;27012;11;7; 1.294 ;
Cervo;27;27013;11;55; 4.218 ;
Corgo, O;27;27014;11;22; 3.422 ;
Cospeito;27;27015;11;39; 4.395 ;
Chantada;27;27016;11;67; 8.157 ;
Folgoso do Courel;27;27017;11;12; 1.007 ;
Fonsagrada, A;27;27018;11;33; 3.389 ;
Foz;27;27019;11;85; 10.016 ;
Friol;27;27020;11;12; 3.664 ;
Xermade;27;27021;11;25; 1.783 ;
Guitiriz;27;27022;11;48; 5.490 ;
Guntín;27;27023;11;8; 2.628 ;
Incio, O;27;27024;11;40; 1.533 ;
Xove;27;27025;11;56; 3.277 ;
Láncara;27;27026;11;14; 2.584 ;
Lourenzá;27;27027;11;22; 2.139 ;
Lugo;27;27028;11;348; 98.519 ;
Meira;27;27029;11;14; 1.748 ;
Mondoñedo;27;27030;11;22; 3.539 ;
Monforte de Lemos;27;27031;11;126; 18.347 ;
Monterroso;27;27032;11;35; 3.613 ;
Muras;27;27033;11;12; 619 ;
Navia de Suarna;27;27034;11;12; 1.063 ;
Negueira de Muñiz;27;27035;11;2; 215 ;
Nogais, As;27;27037;11;12; 1.047 ;
Ourol;27;27038;11;12; 995 ;
Outeiro de Rei;27;27039;11;62; 5.210 ;
Palas de Rei;27;27040;11;31; 3.326 ;
Pantón;27;27041;11;38; 2.457 ;
Paradela;27;27042;11;15; 1.739 ;
Páramo, O;27;27043;11;11; 1.344 ;
Pastoriza, A;27;27044;11;21; 2.963 ;
Pedrafita do Cebreiro;27;27045;11;23; 969 ;
Pol;27;27046;11;11; 1.623 ;
Pobra do Brollón, A;27;27047;11;27; 1.632 ;
Pontenova, A;27;27048;11;29; 2.201 ;
Portomarín;27;27049;11;25; 1.412 ;
Quiroga;27;27050;11;32; 3.169 ;
Ribadeo;27;27051;11;101; 9.860 ;
Ribas de Sil;27;27052;11;11; 931 ;
Ribeira de Piquín;27;27053;11;10; 513 ;
Riotorto;27;27054;11;20; 1.235 ;
Samos;27;27055;11;18; 1.246 ;
Rábade;27;27056;11;21; 1.505 ;
Sarria;27;27057;11;148; 13.338 ;
Saviñao, O;27;27058;11;21; 3.634 ;
Sober;27;27059;11;35; 2.260 ;
Taboada;27;27060;11;30; 2.716 ;
Trabada;27;27061;11;12; 1.127 ;
Triacastela;27;27062;11;19; 637 ;
Valadouro, O;27;27063;11;26; 1.978 ;
Vicedo, O;27;27064;11;21; 1.656 ;
Vilalba;27;27065;11;101; 14.079 ;
Viveiro;27;27066;11;82; 15.391 ;
Baralla;27;27901;11;18; 2.482 ;
Burela;27;27902;11;92; 9.498 ;
Allariz;32;32001;11;70; 6.245 ;
Amoeiro;32;32002;11;16; 2.296 ;
Arnoia, A;32;32003;11;13; 977 ;
Avión;32;32004;11;19; 1.736 ;
Baltar;32;32005;11;5; 942 ;
Bande;32;32006;11;21; 1.498 ;
Baños de Molgas;32;32007;11;22; 1.493 ;
Barbadás;32;32008;11;54; 11.158 ;
Barco de Valdeorras, O;32;32009;11;78; 13.431 ;
Beade;32;32010;11;6; 384 ;
Beariz;32;32011;11;9; 970 ;
Blancos, Os;32;32012;11;6; 755 ;
Boborás;32;32013;11;18; 2.223 ;
Bola, A;32;32014;11;9; 1.113 ;
Bolo, O;32;32015;11;10; 850 ;
Calvos de Randín;32;32016;11;5; 735 ;
Carballeda de Valdeorras;32;32017;11;9; 1.499 ;
Carballeda de Avia;32;32018;11;17; 1.271 ;
Carballiño, O;32;32019;11;84; 14.089 ;
Cartelle;32;32020;11;29; 2.589 ;
Castrelo do Val;32;32021;11;12; 958 ;
Castrelo de Miño;32;32022;11;19; 1.340 ;
Castro Caldelas;32;32023;11;13; 1.204 ;
Celanova;32;32024;11;48; 5.644 ;
Cenlle;32;32025;11;18; 1.100 ;
Coles;32;32026;11;21; 3.075 ;
Cortegada;32;32027;11;14; 1.070 ;
Cualedro;32;32028;11;20; 1.668 ;
Chandrexa de Queixa;32;32029;11;3; 472 ;
Entrimo;32;32030;11;10; 1.109 ;
Esgos;32;32031;11;18; 1.103 ;
Xinzo de Limia;32;32032;11;72; 9.637 ;
Gomesende;32;32033;11;10; 714 ;
Gudiña, A;32;32034;11;14; 1.236 ;
Irixo, O;32;32035;11;8; 1.420 ;
Xunqueira de Ambía;32;32036;11;16; 1.374 ;
Xunqueira de Espadanedo;32;32037;11;12; 751 ;
Larouco;32;32038;11;12; 417 ;
Laza;32;32039;11;12; 1.223 ;
Leiro;32;32040;11;26; 1.525 ;
Lobeira;32;32041;11;5; 768 ;
Lobios;32;32042;11;12; 1.678 ;
Maceda;32;32043;11;40; 2.839 ;
Manzaneda;32;32044;11;7; 843 ;
Maside;32;32045;11;19; 2.709 ;
Melón;32;32046;11;13; 1.156 ;
Merca, A;32;32047;11;29; 1.912 ;
Mezquita, A;32;32048;11;14; 1.013 ;
Montederramo;32;32049;11;6; 699 ;
Monterrei;32;32050;11;13; 2.520 ;
Muíños;32;32051;11;18; 1.466 ;
Nogueira de Ramuín;32;32052;11;38; 1.988 ;
Oímbra;32;32053;11;15; 1.720 ;
Ourense;32;32054;11;485; 105.643 ;
Paderne de Allariz;32;32055;11;15; 1.372 ;
Padrenda;32;32056;11;10; 1.671 ;
Parada de Sil;32;32057;11;12; 546 ;
Pereiro de Aguiar, O;32;32058;11;43; 6.350 ;
Peroxa, A;32;32059;11;13; 1.810 ;
Petín;32;32060;11;7; 849 ;
Piñor;32;32061;11;17; 1.183 ;
Porqueira;32;32062;11;4; 823 ;
Pobra de Trives, A;32;32063;11;18; 2.014 ;
Pontedeva;32;32064;11;6; 494 ;
Punxín;32;32065;11;10; 708 ;
Quintela de Leirado;32;32066;11;5; 630 ;
Rairiz de Veiga;32;32067;11;16; 1.228 ;
Ramirás;32;32068;11;18; 1.551 ;
Ribadavia;32;32069;11;51; 5.012 ;
San Xoán de Río;32;32070;11;5; 506 ;
Riós;32;32071;11;14; 1.461 ;
Rúa, A;32;32072;11;31; 4.283 ;
Rubiá;32;32073;11;8; 1.383 ;
San Amaro;32;32074;11;9; 1.052 ;
San Cibrao das Viñas;32;32075;11;35; 5.395 ;
San Cristovo de Cea;32;32076;11;17; 2.089 ;
Sandiás;32;32077;11;15; 1.198 ;
Sarreaus;32;32078;11;6; 1.145 ;
Taboadela;32;32079;11;13; 1.417 ;
Teixeira, A;32;32080;11;5; 315 ;
Toén;32;32081;11;13; 2.353 ;
Trasmiras;32;32082;11;13; 1.263 ;
Veiga, A;32;32083;11;7; 857 ;
Verea;32;32084;11;13; 912 ;
Verín;32;32085;11;99; 13.647 ;
Viana do Bolo;32;32086;11;15; 2.818 ;
Vilamarín;32;32087;11;13; 1.852 ;
Vilamartín de Valdeorras;32;32088;11;19; 1.812 ;
Vilar de Barrio;32;32089;11;10; 1.283 ;
Vilar de Santos;32;32090;11;14; 794 ;
Vilardevós;32;32091;11;9; 1.802 ;
Vilariño de Conso;32;32092;11;6; 524 ;
Allande;33;33001;18;8; 1.615 ;
Aller;33;33002;18;60; 10.413 ;
Amieva;33;33003;18;6; 628 ;
Avilés;33;33004;18;256; 77.791 ;
Belmonte de Miranda;33;33005;18;8; 1.437 ;
Bimenes;33;33006;18;11; 1.679 ;
Boal;33;33007;18;8; 1.482 ;
Cabrales;33;33008;18;25; 1.941 ;
Cabranes;33;33009;18;17; 1.057 ;
Candamo;33;33010;18;24; 1.969 ;
Cangas del Narcea;33;33011;18;39; 12.124 ;
Cangas de Onís;33;33012;18;52; 6.209 ;
Caravia;33;33013;18;13; 469 ;
Carreño;33;33014;18;79; 10.301 ;
Caso;33;33015;18;15; 1.457 ;
Castrillón;33;33016;18;117; 22.273 ;
Castropol;33;33017;18;47; 3.342 ;
Coaña;33;33018;18;25; 3.296 ;
Colunga;33;33019;18;43; 3.205 ;
Corvera de Asturias;33;33020;18;81; 15.525 ;
Cudillero;33;33021;18;46; 4.922 ;
Degaña;33;33022;18;14; 881 ;
Franco, El;33;33023;18;28; 3.760 ;
Gijón;33;33024;18;1390; 271.717 ;
Gozón;33;33025;18;69; 10.282 ;
Grado;33;33026;18;51; 9.703 ;
Grandas de Salime;33;33027;18;5; 815 ;
Ibias;33;33028;18;8; 1.207 ;
Illano;33;33029;18;2; 333 ;
Illas;33;33030;18;9; 1.023 ;
Langreo;33;33031;18;232; 39.183 ;
Laviana;33;33032;18;50; 12.882 ;
Lena;33;33033;18;70; 10.701 ;
Valdés;33;33034;18;111; 11.394 ;
Llanera;33;33035;18;85; 13.695 ;
Llanes;33;33036;18;82; 13.473 ;
Mieres;33;33037;18;112; 37.537 ;
Morcín;33;33038;18;16; 2.555 ;
Muros de Nalón;33;33039;18;26; 1.887 ;
Nava;33;33040;18;51; 5.276 ;
Navia;33;33041;18;76; 8.322 ;
Noreña;33;33042;18;26; 5.145 ;
Onís;33;33043;18;7; 734 ;
Oviedo;33;33044;18;167; 219.910 ;
Parres;33;33045;18;47; 5.315 ;
Peñamellera Alta;33;33046;18;11; 498 ;
Peñamellera Baja;33;33047;18;19; 1.227 ;
Pesoz;33;33048;18;2; 148 ;
Piloña;33;33049;18;58; 6.875 ;
Ponga;33;33050;18;9; 572 ;
Pravia;33;33051;18;44; 7.984 ;
Proaza;33;33052;18;4; 707 ;
Quirós;33;33053;18;11; 1.187 ;
Regueras, Las;33;33054;18;21; 1.839 ;
Ribadedeva;33;33055;18;29; 1.741 ;
Ribadesella;33;33056;18;59; 5.688 ;
Ribera de Arriba;33;33057;18;22; 1.837 ;
Riosa;33;33058;18;14; 1.848 ;
Salas;33;33059;18;36; 4.900 ;
San Martín del Rey Aurelio;33;33060;18;66; 15.817 ;
San Martín de Oscos;33;33061;18;3; 376 ;
Santa Eulalia de Oscos;33;33062;18;8; 449 ;
San Tirso de Abres;33;33063;18;6; 421 ;
Santo Adriano;33;33064;18;7; 273 ;
Sariego;33;33065;18;14; 1.254 ;
Siero;33;33066;18;244; 51.509 ;
Sobrescobio;33;33067;18;11; 814 ;
Somiedo;33;33068;18;13; 1.093 ;
Soto del Barco;33;33069;18;27; 3.800 ;
Tapia de Casariego;33;33070;18;35; 3.726 ;
Taramundi;33;33071;18;10; 602 ;
Teverga;33;33072;18;13; 1.554 ;
Tineo;33;33073;18;68; 9.199 ;
Vegadeo;33;33074;18;32; 3.926 ;
Villanueva de Oscos;33;33075;18;3; 272 ;
Villaviciosa;33;33076;18;140; 14.470 ;
Villayón;33;33077;18;8; 1.180 ;
Yernes y Tameza;33;33078;18;2; 133 ;
Arbo;36;36001;11;37; 2.576 ;
Barro;36;36002;11;38; 3.623 ;
Baiona;36;36003;11;67; 12.129 ;
Bueu;36;36004;11;76; 11.950 ;
Caldas de Reis;36;36005;11;122; 9.775 ;
Cambados;36;36006;11;135; 13.721 ;
Campo Lameiro;36;36007;11;19; 1.778 ;
Cangas;36;36008;11;115; 26.582 ;
Cañiza, A;36;36009;11;50; 5.122 ;
Catoira;36;36010;11;28; 3.331 ;
Covelo;36;36013;11;26; 2.368 ;
Crecente;36;36014;11;27; 1.994 ;
Cuntis;36;36015;11;54; 4.665 ;
Dozón;36;36016;11;8; 1.073 ;
Estrada, A;36;36017;11;129; 20.351 ;
Forcarei;36;36018;11;56; 3.308 ;
Fornelos de Montes;36;36019;11;17; 1.598 ;
Agolada;36;36020;11;31; 2.304 ;
Gondomar;36;36021;11;53; 14.702 ;
Grove, O;36;36022;11;102; 10.518 ;
Guarda, A;36;36023;11;91; 10.025 ;
Lalín;36;36024;11;196; 20.207 ;
Lama, A;36;36025;11;20; 2.397 ;
Marín;36;36026;11;125; 24.242 ;
Meaño;36;36027;11;54; 5.322 ;
Meis;36;36028;11;48; 4.754 ;
Moaña;36;36029;11;90; 19.452 ;
Mondariz;36;36030;11;81; 4.410 ;
Mondariz-Balneario;36;36031;11;29; 637 ;
Moraña;36;36032;11;31; 4.147 ;
Mos;36;36033;11;100; 15.063 ;
Neves, As;36;36034;11;64; 3.803 ;
Nigrán;36;36035;11;116; 17.745 ;
Oia;36;36036;11;43; 3.049 ;
Pazos de Borbén;36;36037;11;23; 2.965 ;
Pontevedra;36;36038;11;387; 83.260 ;
Porriño, O;36;36039;11;114; 20.100 ;
Portas;36;36040;11;22; 2.906 ;
Poio;36;36041;11;129; 17.073 ;
Ponteareas;36;36042;11;132; 22.940 ;
Ponte Caldelas;36;36043;11;61; 5.533 ;
Pontecesures;36;36044;11;21; 3.053 ;
Redondela;36;36045;11;128; 29.241 ;
Ribadumia;36;36046;11;45; 5.105 ;
Rodeiro;36;36047;11;43; 2.393 ;
Rosal, O;36;36048;11;80; 6.289 ;
Salceda de Caselas;36;36049;11;60; 9.173 ;
Salvaterra de Miño;36;36050;11;81; 9.990 ;
Sanxenxo;36;36051;11;228; 17.414 ;
Silleda;36;36052;11;109; 8.861 ;
Soutomaior;36;36053;11;48; 7.426 ;
Tomiño;36;36054;11;118; 13.566 ;
Tui;36;36055;11;86; 17.323 ;
Valga;36;36056;11;48; 5.824 ;
Vigo;36;36057;11;686; 296.692 ;
Vilaboa;36;36058;11;92; 5.919 ;
Vila de Cruces;36;36059;11;49; 5.208 ;
Vilagarcía de Arousa;36;36060;11;131; 37.565 ;
Vilanova de Arousa;36;36061;11;60; 10.239 ;
Illa de Arousa, A;36;36901;11;47; 4.932 ;
Cerdedo-Cotobade;36;36902;11;84; 5.697 ;
Cotobade;36;36012;11;0; -   ;
Abrera;8;08001;8;88; 12.538 ;
Aguilar de Segarra;8;08002;8;7; 282 ;
Alella;8;08003;8;115; 9.904 ;
Alpens;8;08004;8;4; 261 ;
Ametlla del Vallès, L`;8;08005;8;57; 8.646 ;
Arenys de Mar;8;08006;8;64; 15.941 ;
Arenys de Munt;8;08007;8;38; 9.121 ;
Argençola;8;08008;8;1; 219 ;
Argentona;8;08009;8;55; 12.536 ;
Artés;8;08010;8;31; 5.762 ;
Avià;8;08011;8;16; 2.220 ;
Avinyó;8;08012;8;27; 2.289 ;
Avinyonet del Penedès;8;08013;8;17; 1.697 ;
Aiguafreda;8;08014;8;28; 2.512 ;
Badalona;8;08015;8;544; 223.166 ;
Bagà;8;08016;8;18; 2.140 ;
Balenyà;8;08017;8;19; 3.840 ;
Balsareny;8;08018;8;41; 3.192 ;
Barcelona;8;08019;8;3137; 1.664.182 ;
Begues;8;08020;8;78; 7.300 ;
Bellprat;8;08021;8;0; 64 ;
Berga;8;08022;8;96; 16.760 ;
Bigues i Riells;8;08023;8;61; 9.358 ;
Borredà;8;08024;8;12; 464 ;
Bruc, El;8;08025;8;19; 2.110 ;
Brull, El;8;08026;8;6; 258 ;
Cabanyes, Les;8;08027;8;9; 979 ;
Cabrera d`Anoia;8;08028;8;13; 1.482 ;
Cabrera de Mar;8;08029;8;80; 4.747 ;
Cabrils;8;08030;8;148; 7.432 ;
Calaf;8;08031;8;44; 3.656 ;
Caldes d`Estrac;8;08032;8;68; 3.021 ;
Caldes de Montbui;8;08033;8;102; 17.812 ;
Calders;8;08034;8;19; 1.045 ;
Calella;8;08035;8;91; 19.277 ;
Calonge de Segarra;8;08036;8;1; 188 ;
Calldetenes;8;08037;8;16; 2.513 ;
Callús;8;08038;8;24; 2.129 ;
Campins;8;08039;8;8; 541 ;
Canet de Mar;8;08040;8;57; 14.865 ;
Canovelles;8;08041;8;72; 16.829 ;
Cànoves i Samalús;8;08042;8;101; 3.156 ;
Canyelles;8;08043;8;28; 4.699 ;
Capellades;8;08044;8;40; 5.342 ;
Capolat;8;08045;8;3; 84 ;
Cardedeu;8;08046;8;71; 18.424 ;
Cardona;8;08047;8;41; 4.639 ;
Carme;8;08048;8;6; 785 ;
Casserres;8;08049;8;18; 1.588 ;
Castellar del Riu;8;08050;8;4; 176 ;
Castellar del Vallès;8;08051;8;95; 24.488 ;
Castellar de n`Hug;8;08052;8;6; 156 ;
Castellbell i el Vilar;8;08053;8;33; 3.719 ;
Castellbisbal;8;08054;8;53; 12.539 ;
Castellcir;8;08055;8;11; 742 ;
Castelldefels;8;08056;8;388; 67.460 ;
Castell de l`Areny;8;08057;8;1; 67 ;
Castellet i la Gornal;8;08058;8;29; 2.382 ;
Castellfollit del Boix;8;08059;8;12; 447 ;
